Activity type,Duration,From,To,Comment
Eat,0:02,11/29/2020 2:05,11/29/2020 2:08,
Sleep-ternet,0:50,11/29/2020 1:15,11/29/2020 2:05,
Sleep,4:15,11/28/2020 21:00,11/29/2020 1:15,
Sleep-ternet,2:18,11/28/2020 18:41,11/28/2020 21:00,
Gaming,0:56,11/28/2020 17:45,11/28/2020 18:41,
"""Reading""",0:17,11/28/2020 17:28,11/28/2020 17:45,
Gaming,0:22,11/28/2020 17:05,11/28/2020 17:28,
Housework,0:07,11/28/2020 16:57,11/28/2020 17:05,
Gaming,0:16,11/28/2020 16:40,11/28/2020 16:57,
Internet,0:40,11/28/2020 16:00,11/28/2020 16:40,
Gaming,1:30,11/28/2020 14:30,11/28/2020 16:00,
Linda,2:30,11/28/2020 12:00,11/28/2020 14:30,
Shop,0:15,11/28/2020 11:45,11/28/2020 12:00,
Transport,0:11,11/28/2020 11:33,11/28/2020 11:45,
Gaming,1:32,11/28/2020 10:00,11/28/2020 11:33,
Eat,0:51,11/28/2020 9:08,11/28/2020 10:00,
Gaming,2:34,11/28/2020 6:34,11/28/2020 9:08,
Internet,0:33,11/28/2020 6:00,11/28/2020 6:34,
Gaming,0:15,11/28/2020 5:45,11/28/2020 6:00,
Internet,0:15,11/28/2020 5:29,11/28/2020 5:45,
Internet,0:10,11/28/2020 5:19,11/28/2020 5:29,
Shop,0:23,11/28/2020 4:55,11/28/2020 5:19,
Transport,0:19,11/28/2020 4:36,11/28/2020 4:55,
Getting Ready,0:27,11/28/2020 4:08,11/28/2020 4:36,
Meeting,0:00,11/28/2020 4:08,11/28/2020 4:08,
"""Reading""",0:06,11/28/2020 4:02,11/28/2020 4:08,
Getting Ready,0:00,11/28/2020 4:01,11/28/2020 4:02,
Sleep-ternet,0:49,11/28/2020 3:11,11/28/2020 4:01,
Sleep,8:21,11/27/2020 18:50,11/28/2020 3:11,
Sleep-ternet,1:38,11/27/2020 17:12,11/27/2020 18:50,
Linda,2:00,11/27/2020 15:12,11/27/2020 17:12,
Eat,1:33,11/27/2020 13:38,11/27/2020 15:12,
Gaming,0:13,11/27/2020 13:24,11/27/2020 13:38,
Internet,0:24,11/27/2020 12:59,11/27/2020 13:24,
Internet,0:19,11/27/2020 12:40,11/27/2020 12:59,
"""Reading""",0:24,11/27/2020 12:15,11/27/2020 12:40,
Linda,0:35,11/27/2020 11:40,11/27/2020 12:15,
Gaming,0:40,11/27/2020 11:00,11/27/2020 11:40,
Internet,1:45,11/27/2020 9:15,11/27/2020 11:00,
Sleep-ternet,0:33,11/27/2020 8:41,11/27/2020 9:15,
Internet,0:31,11/27/2020 8:10,11/27/2020 8:41,
Eat,0:29,11/27/2020 7:40,11/27/2020 8:10,
Internet,0:26,11/27/2020 7:13,11/27/2020 7:40,
Meeting,1:15,11/27/2020 5:57,11/27/2020 7:13,
Thesis,0:24,11/27/2020 5:33,11/27/2020 5:57,
Internet,0:47,11/27/2020 4:45,11/27/2020 5:33,
Work,1:00,11/27/2020 3:45,11/27/2020 4:45,
Eat,0:15,11/27/2020 3:30,11/27/2020 3:45,
Sleep-ternet,0:35,11/27/2020 2:54,11/27/2020 3:30,
Transport,0:00,11/27/2020 2:54,11/27/2020 2:54,
Transport,0:00,11/27/2020 2:54,11/27/2020 2:54,
Sleep,1:00,11/27/2020 1:54,11/27/2020 2:54,
Sleep-ternet,0:33,11/27/2020 1:20,11/27/2020 1:54,
Sleep,7:18,11/26/2020 18:02,11/27/2020 1:20,
Sleep-ternet,0:24,11/26/2020 17:37,11/26/2020 18:02,
Thesis,4:59,11/26/2020 12:37,11/26/2020 17:37,
"""Reading""",0:18,11/26/2020 12:19,11/26/2020 12:37,
Internet,0:38,11/26/2020 11:41,11/26/2020 12:19,
Gaming,0:19,11/26/2020 11:21,11/26/2020 11:41,
Internet,0:51,11/26/2020 10:30,11/26/2020 11:21,
Shop,0:26,11/26/2020 10:03,11/26/2020 10:30,
Transport,0:16,11/26/2020 9:46,11/26/2020 10:03,
Internet,1:02,11/26/2020 8:44,11/26/2020 9:46,
Internet,0:20,11/26/2020 8:24,11/26/2020 8:44,
Getting Ready,0:24,11/26/2020 8:00,11/26/2020 8:24,
Meeting,1:00,11/26/2020 7:00,11/26/2020 8:00,
Internet,0:59,11/26/2020 6:00,11/26/2020 7:00,
Linda,1:00,11/26/2020 5:00,11/26/2020 6:00,
Sleep-ternet,1:22,11/26/2020 3:37,11/26/2020 5:00,
Sleep,2:37,11/26/2020 1:00,11/26/2020 3:37,
Thesis,0:10,11/26/2020 0:50,11/26/2020 1:00,
Sleep,5:49,11/25/2020 19:00,11/26/2020 0:50,
Sleep-ternet,1:20,11/25/2020 17:40,11/25/2020 19:00,
Thesis,0:30,11/25/2020 17:10,11/25/2020 17:40,
"""Reading""",0:14,11/25/2020 16:55,11/25/2020 17:10,
Work,0:19,11/25/2020 16:36,11/25/2020 16:55,
Internet,14:15,11/25/2020 16:30,11/26/2020 6:45,
Internet,0:10,11/25/2020 16:19,11/25/2020 16:30,
Linda,4:37,11/25/2020 11:41,11/25/2020 16:19,
Linda,0:00,11/25/2020 11:41,11/25/2020 11:41,
"""Reading""",0:43,11/25/2020 10:57,11/25/2020 11:41,
Gaming,0:12,11/25/2020 10:44,11/25/2020 10:57,
Eat,0:24,11/25/2020 10:20,11/25/2020 10:44,
Internet,0:50,11/25/2020 9:29,11/25/2020 10:20,
Gaming,0:35,11/25/2020 8:53,11/25/2020 9:29,
Internet,0:12,11/25/2020 8:41,11/25/2020 8:53,
Getting Ready,0:10,11/25/2020 8:31,11/25/2020 8:41,
Thesis,0:23,11/25/2020 8:07,11/25/2020 8:31,
Getting Ready,0:32,11/25/2020 7:35,11/25/2020 8:07,
Thesis,0:44,11/25/2020 6:50,11/25/2020 7:35,
Gaming,0:22,11/25/2020 6:28,11/25/2020 6:50,
Internet,0:16,11/25/2020 6:12,11/25/2020 6:28,
Sleep-ternet,0:19,11/25/2020 5:52,11/25/2020 6:12,
Nap,0:00,11/25/2020 5:52,11/25/2020 5:52,
Sleep-ternet,0:00,11/25/2020 5:52,11/25/2020 5:52,
Internet,1:32,11/25/2020 4:19,11/25/2020 5:52,
Nap,0:46,11/25/2020 3:32,11/25/2020 4:19,
Sleep-ternet,0:27,11/25/2020 3:04,11/25/2020 3:32,
Eat,0:20,11/25/2020 2:44,11/25/2020 3:04,
Internet,0:19,11/25/2020 2:25,11/25/2020 2:44,
Meeting,0:35,11/25/2020 1:50,11/25/2020 2:25,
Sleep,3:45,11/24/2020 22:04,11/25/2020 1:50,
Internet,0:15,11/24/2020 21:49,11/24/2020 22:04,
"""Reading""",0:16,11/24/2020 21:32,11/24/2020 21:49,
Thesis,0:04,11/24/2020 21:28,11/24/2020 21:32,
Gaming,0:20,11/24/2020 21:08,11/24/2020 21:28,
Thesis,0:53,11/24/2020 20:14,11/24/2020 21:08,
Thesis,0:40,11/24/2020 19:34,11/24/2020 20:14,
Gaming,0:46,11/24/2020 18:48,11/24/2020 19:34,
Gaming,0:15,11/24/2020 18:33,11/24/2020 18:48,
Thesis,0:24,11/24/2020 18:08,11/24/2020 18:33,
Thesis,0:38,11/24/2020 17:30,11/24/2020 18:08,
Gaming,0:27,11/24/2020 17:02,11/24/2020 17:30,
Gaming,0:17,11/24/2020 16:45,11/24/2020 17:02,
Thesis,0:30,11/24/2020 16:14,11/24/2020 16:45,
Thesis,0:14,11/24/2020 16:00,11/24/2020 16:14,
Shop,0:15,11/24/2020 15:45,11/24/2020 16:00,
Transport,0:15,11/24/2020 15:29,11/24/2020 15:45,
Sleep-ternet,0:53,11/24/2020 14:35,11/24/2020 15:29,
Linda,2:11,11/24/2020 12:23,11/24/2020 14:35,
Sleep-ternet,1:38,11/24/2020 10:45,11/24/2020 12:23,
Internet,0:29,11/24/2020 10:15,11/24/2020 10:45,
Internet,0:15,11/24/2020 10:00,11/24/2020 10:15,
Eat,0:30,11/24/2020 9:30,11/24/2020 10:00,
Meeting,0:30,11/24/2020 9:00,11/24/2020 9:30,
Internet,1:00,11/24/2020 8:00,11/24/2020 9:00,
Gaming,0:43,11/24/2020 7:16,11/24/2020 8:00,
Transport,0:00,11/24/2020 7:16,11/24/2020 7:16,
Internet,0:11,11/24/2020 7:05,11/24/2020 7:16,
"""Reading""",0:15,11/24/2020 6:49,11/24/2020 7:05,
Gaming,0:49,11/24/2020 6:00,11/24/2020 6:49,
Transport,0:35,11/24/2020 5:25,11/24/2020 6:00,
Admin,0:33,11/24/2020 4:51,11/24/2020 5:25,
Transport,0:10,11/24/2020 4:41,11/24/2020 4:51,
Internet,0:11,11/24/2020 4:29,11/24/2020 4:41,
Getting Ready,0:34,11/24/2020 3:54,11/24/2020 4:29,
Gaming,0:00,11/24/2020 3:54,11/24/2020 3:54,
Work,1:18,11/24/2020 2:36,11/24/2020 3:54,
Work,0:11,11/24/2020 2:25,11/24/2020 2:36,
Sleep,1:50,11/24/2020 0:35,11/24/2020 2:25,
Sleep-ternet,0:57,11/23/2020 23:37,11/24/2020 0:35,
Work,1:17,11/23/2020 22:20,11/23/2020 23:37,
Internet,0:57,11/23/2020 21:22,11/23/2020 22:20,
Gaming,0:46,11/23/2020 20:36,11/23/2020 21:22,
Internet,0:51,11/23/2020 19:44,11/23/2020 20:36,
Gaming,2:12,11/23/2020 17:32,11/23/2020 19:44,
Sleep-ternet,0:34,11/23/2020 16:57,11/23/2020 17:32,
Reading,0:37,11/23/2020 16:19,11/23/2020 16:57,
Internet,0:00,11/23/2020 16:07,11/23/2020 16:07,
Internet,0:00,11/23/2020 16:07,11/23/2020 16:07,
Sleep-ternet,0:12,11/23/2020 16:07,11/23/2020 16:19,
Gaming,0:42,11/23/2020 15:25,11/23/2020 16:07,
Internet,0:40,11/23/2020 14:44,11/23/2020 15:25,
Eat,0:44,11/23/2020 14:00,11/23/2020 14:44,
Meeting,0:30,11/23/2020 13:30,11/23/2020 14:00,
Work,2:28,11/23/2020 11:01,11/23/2020 13:30,
Getting Ready,0:23,11/23/2020 10:37,11/23/2020 11:01,
Internet,0:00,11/23/2020 10:37,11/23/2020 10:37,
Getting Ready,0:02,11/23/2020 10:34,11/23/2020 10:37,
"""Reading""",0:21,11/23/2020 10:13,11/23/2020 10:34,
Internet,0:22,11/23/2020 9:51,11/23/2020 10:13,
Gaming,1:30,11/23/2020 8:20,11/23/2020 9:51,
Work,1:04,11/23/2020 7:16,11/23/2020 8:20,
Internet,0:38,11/23/2020 6:37,11/23/2020 7:16,
Gaming,1:47,11/23/2020 4:50,11/23/2020 6:37,
"""Reading""",0:19,11/23/2020 4:30,11/23/2020 4:50,
Gaming,0:20,11/23/2020 4:10,11/23/2020 4:30,
Internet,0:25,11/23/2020 3:44,11/23/2020 4:10,
Eat,0:00,11/23/2020 3:43,11/23/2020 3:44,
Eat,0:13,11/23/2020 3:30,11/23/2020 3:43,
Shop,0:15,11/23/2020 3:15,11/23/2020 3:30,
Transport,0:14,11/23/2020 3:00,11/23/2020 3:15,
Internet,0:00,11/23/2020 3:00,11/23/2020 3:00,
Internet,0:35,11/23/2020 2:25,11/23/2020 3:00,
Sleep-ternet,0:50,11/23/2020 1:35,11/23/2020 2:25,
Sleep,6:55,11/22/2020 18:40,11/23/2020 1:35,
Sleep-ternet,3:36,11/22/2020 15:03,11/22/2020 18:40,
Internet,1:05,11/22/2020 13:57,11/22/2020 15:03,
Gaming,0:27,11/22/2020 13:30,11/22/2020 13:57,
Gaming,0:00,11/22/2020 13:30,11/22/2020 13:30,
Nap,1:04,11/22/2020 12:25,11/22/2020 13:30,
Nap,1:00,11/22/2020 11:25,11/22/2020 12:25,
Sleep-ternet,1:00,11/22/2020 10:25,11/22/2020 11:25,
Internet,0:25,11/22/2020 10:00,11/22/2020 10:25,
Nap,0:30,11/22/2020 9:30,11/22/2020 10:00,
Internet,1:15,11/22/2020 8:15,11/22/2020 9:30,
Sleep-ternet,0:26,11/22/2020 7:48,11/22/2020 8:15,
Linda,1:18,11/22/2020 6:30,11/22/2020 7:48,
Internet,1:00,11/22/2020 5:30,11/22/2020 6:30,
Sleep-ternet,1:02,11/22/2020 4:27,11/22/2020 5:30,
Nap,1:00,11/22/2020 3:27,11/22/2020 4:27,
Sleep-ternet,0:50,11/22/2020 2:36,11/22/2020 3:27,
Internet,0:23,11/22/2020 2:12,11/22/2020 2:36,
Sleep-ternet,0:53,11/22/2020 1:19,11/22/2020 2:12,
Sleep,0:00,11/22/2020 1:19,11/22/2020 1:19,
Sleep-ternet,9:05,11/21/2020 16:14,11/22/2020 1:19,
Work,1:00,11/21/2020 15:14,11/21/2020 16:14,
Internet,2:06,11/21/2020 13:07,11/21/2020 15:14,
Internet,0:17,11/21/2020 12:50,11/21/2020 13:07,
Shop,0:28,11/21/2020 12:22,11/21/2020 12:50,
Transport,0:15,11/21/2020 12:06,11/21/2020 12:22,
Internet,0:26,11/21/2020 11:39,11/21/2020 12:06,
Sleep-ternet,1:08,11/21/2020 10:30,11/21/2020 11:39,
"""Reading""",0:16,11/21/2020 10:14,11/21/2020 10:30,
Internet,0:22,11/21/2020 9:51,11/21/2020 10:14,
Sport,0:11,11/21/2020 9:40,11/21/2020 9:51,
Sport,0:13,11/21/2020 9:27,11/21/2020 9:40,
Internet,0:17,11/21/2020 9:09,11/21/2020 9:27,
Sport,0:03,11/21/2020 9:06,11/21/2020 9:09,
Work,0:13,11/21/2020 8:52,11/21/2020 9:06,
Work,0:37,11/21/2020 8:15,11/21/2020 8:52,
Internet,0:18,11/21/2020 7:56,11/21/2020 8:15,
Housework,0:03,11/21/2020 7:52,11/21/2020 7:56,
Housework,0:15,11/21/2020 7:37,11/21/2020 7:52,
Internet,0:11,11/21/2020 7:26,11/21/2020 7:37,
Work,1:15,11/21/2020 6:11,11/21/2020 7:26,
Internet,0:41,11/21/2020 5:29,11/21/2020 6:11,
"""Reading""",0:08,11/21/2020 5:20,11/21/2020 5:29,
Internet,0:32,11/21/2020 4:48,11/21/2020 5:20,
Transport,0:19,11/21/2020 4:28,11/21/2020 4:48,
Shop,0:20,11/21/2020 4:07,11/21/2020 4:28,
Transport,0:00,11/21/2020 4:07,11/21/2020 4:07,
Shop,0:00,11/21/2020 4:07,11/21/2020 4:07,
Housework,0:42,11/21/2020 3:24,11/21/2020 4:07,
Eat,0:32,11/21/2020 2:52,11/21/2020 3:24,
Getting Ready,0:22,11/21/2020 2:30,11/21/2020 2:52,
Sleep-ternet,1:01,11/21/2020 1:29,11/21/2020 2:30,
Sleep,6:21,11/20/2020 19:08,11/21/2020 1:29,
Sleep-ternet,0:04,11/20/2020 19:03,11/20/2020 19:08,
Sleep,0:06,11/20/2020 18:57,11/20/2020 19:03,
Sleep-ternet,0:38,11/20/2020 18:18,11/20/2020 18:57,
Internet,0:48,11/20/2020 17:30,11/20/2020 18:18,
Linda,5:25,11/20/2020 12:04,11/20/2020 17:30,
Eat,1:10,11/20/2020 10:53,11/20/2020 12:04,
Shop,0:12,11/20/2020 10:40,11/20/2020 10:53,
Getting Ready,0:19,11/20/2020 10:21,11/20/2020 10:40,
Getting Ready,0:15,11/20/2020 10:05,11/20/2020 10:21,
Sleep-ternet,0:19,11/20/2020 9:46,11/20/2020 10:05,
Nap,1:59,11/20/2020 7:46,11/20/2020 9:46,
Sleep-ternet,0:22,11/20/2020 7:24,11/20/2020 7:46,
Nap,0:00,11/20/2020 7:23,11/20/2020 7:24,
Meeting,1:00,11/20/2020 6:23,11/20/2020 7:23,
Internet,0:37,11/20/2020 5:45,11/20/2020 6:23,
Eat,0:10,11/20/2020 5:35,11/20/2020 5:45,
Shop,0:10,11/20/2020 5:24,11/20/2020 5:35,
Transport,0:07,11/20/2020 5:17,11/20/2020 5:24,
Sleep-ternet,1:24,11/20/2020 3:53,11/20/2020 5:17,
Internet,1:17,11/20/2020 2:36,11/20/2020 3:53,
"""Reading""",0:33,11/20/2020 2:03,11/20/2020 2:36,
Sleep-ternet,0:35,11/20/2020 1:27,11/20/2020 2:03,
Sleep,5:43,11/19/2020 19:43,11/20/2020 1:27,
Sleep-ternet,1:00,11/19/2020 18:43,11/19/2020 19:43,
Linda,4:04,11/19/2020 14:38,11/19/2020 18:43,
Linda,1:00,11/19/2020 13:38,11/19/2020 14:38,
Internet,1:11,11/19/2020 12:26,11/19/2020 13:38,
"""Reading""",0:30,11/19/2020 11:56,11/19/2020 12:26,
Internet,3:17,11/19/2020 8:38,11/19/2020 11:56,
Internet,0:20,11/19/2020 8:18,11/19/2020 8:38,
"""Reading""",0:21,11/19/2020 7:57,11/19/2020 8:18,
Gaming,0:18,11/19/2020 7:39,11/19/2020 7:57,
Internet,1:09,11/19/2020 6:30,11/19/2020 7:39,
Shop,0:15,11/19/2020 6:15,11/19/2020 6:30,
Transport,0:15,11/19/2020 6:00,11/19/2020 6:15,
Friends,0:30,11/19/2020 5:30,11/19/2020 6:00,
Internet,0:30,11/19/2020 5:00,11/19/2020 5:30,
Friends,2:10,11/19/2020 2:50,11/19/2020 5:00,
Internet,0:21,11/19/2020 2:28,11/19/2020 2:50,
Sleep,9:16,11/18/2020 17:11,11/19/2020 2:28,
Sleep-ternet,1:10,11/18/2020 16:01,11/18/2020 17:11,
Sleep-ternet,0:00,11/18/2020 16:01,11/18/2020 16:01,
Sleep-ternet,0:21,11/18/2020 15:40,11/18/2020 16:01,
Linda,0:40,11/18/2020 15:00,11/18/2020 15:40,
Internet,1:05,11/18/2020 13:54,11/18/2020 15:00,
Gaming,1:04,11/18/2020 12:49,11/18/2020 13:54,
Internet,0:23,11/18/2020 12:26,11/18/2020 12:49,
Friends,1:00,11/18/2020 11:26,11/18/2020 12:26,
Eat,0:24,11/18/2020 11:01,11/18/2020 11:26,
Gaming,1:16,11/18/2020 9:45,11/18/2020 11:01,
Sport,0:20,11/18/2020 9:24,11/18/2020 9:45,
Sleep-ternet,0:14,11/18/2020 9:09,11/18/2020 9:24,
Internet,0:41,11/18/2020 8:28,11/18/2020 9:09,
Gaming,0:43,11/18/2020 7:45,11/18/2020 8:28,
Internet,0:28,11/18/2020 7:16,11/18/2020 7:45,
"""Reading""",0:13,11/18/2020 7:03,11/18/2020 7:16,
Gaming,0:36,11/18/2020 6:26,11/18/2020 7:03,
Internet,0:49,11/18/2020 5:37,11/18/2020 6:26,
Shop,0:15,11/18/2020 5:22,11/18/2020 5:37,
Transport,0:12,11/18/2020 5:09,11/18/2020 5:22,
Internet,0:07,11/18/2020 5:02,11/18/2020 5:09,
Housework,0:40,11/18/2020 4:22,11/18/2020 5:02,
Eat,0:29,11/18/2020 3:52,11/18/2020 4:22,
Getting Ready,0:24,11/18/2020 3:28,11/18/2020 3:52,
Yoga,0:16,11/18/2020 3:12,11/18/2020 3:28,
Sleep-ternet,1:37,11/18/2020 1:34,11/18/2020 3:12,
Sleep,7:46,11/17/2020 17:47,11/18/2020 1:34,
Sleep-ternet,0:16,11/17/2020 17:31,11/17/2020 17:47,
Sleep-ternet,0:21,11/17/2020 17:09,11/17/2020 17:31,
Linda,1:04,11/17/2020 16:05,11/17/2020 17:09,
Friends,0:38,11/17/2020 15:26,11/17/2020 16:05,
Friends,1:26,11/17/2020 14:00,11/17/2020 15:26,
Meeting,0:30,11/17/2020 13:30,11/17/2020 14:00,
Work,1:36,11/17/2020 11:53,11/17/2020 13:30,
Work,0:28,11/17/2020 11:25,11/17/2020 11:53,
Date,0:37,11/17/2020 10:48,11/17/2020 11:25,
Linda,0:52,11/17/2020 9:56,11/17/2020 10:48,
Work,0:05,11/17/2020 9:50,11/17/2020 9:56,
Work,0:35,11/17/2020 9:15,11/17/2020 9:50,
Eat,0:15,11/17/2020 9:00,11/17/2020 9:15,
"""Reading""",0:18,11/17/2020 8:41,11/17/2020 9:00,
Work,3:07,11/17/2020 5:34,11/17/2020 8:41,
Work,0:15,11/17/2020 5:18,11/17/2020 5:34,
Internet,0:29,11/17/2020 4:49,11/17/2020 5:18,
Nap,0:49,11/17/2020 4:00,11/17/2020 4:49,
Sleep-ternet,0:39,11/17/2020 3:20,11/17/2020 4:00,
Sleep-ternet,0:23,11/17/2020 2:57,11/17/2020 3:20,
Internet,0:42,11/17/2020 2:14,11/17/2020 2:57,
Gaming,0:12,11/17/2020 2:02,11/17/2020 2:14,
Internet,0:15,11/17/2020 1:47,11/17/2020 2:02,
Eat,0:10,11/17/2020 1:36,11/17/2020 1:47,
Getting Ready,0:14,11/17/2020 1:22,11/17/2020 1:36,
Sleep-ternet,0:00,11/17/2020 1:22,11/17/2020 1:22,
Sleep-ternet,0:52,11/17/2020 0:30,11/17/2020 1:22,
Sleep,5:30,11/16/2020 19:00,11/17/2020 0:30,
Sleep-ternet,0:32,11/16/2020 18:27,11/16/2020 19:00,
Internet,0:18,11/16/2020 18:08,11/16/2020 18:27,
Gaming,1:43,11/16/2020 16:24,11/16/2020 18:08,
Internet,0:44,11/16/2020 15:40,11/16/2020 16:24,
Shop,0:25,11/16/2020 15:15,11/16/2020 15:40,
Transport,0:15,11/16/2020 15:00,11/16/2020 15:15,
Sleep-ternet,0:34,11/16/2020 14:25,11/16/2020 15:00,
Work,0:33,11/16/2020 13:51,11/16/2020 14:25,
Work,2:38,11/16/2020 11:13,11/16/2020 13:51,
Internet,0:25,11/16/2020 10:48,11/16/2020 11:13,
Eat,0:26,11/16/2020 10:21,11/16/2020 10:48,
Eat,0:00,11/16/2020 10:21,11/16/2020 10:21,
Internet,1:00,11/16/2020 9:21,11/16/2020 10:21,
Housework,1:01,11/16/2020 8:19,11/16/2020 9:21,
Admin,0:18,11/16/2020 8:01,11/16/2020 8:19,
Housework,0:31,11/16/2020 7:29,11/16/2020 8:01,
Sleep-ternet,0:02,11/16/2020 7:27,11/16/2020 7:29,
Sleep-ternet,0:27,11/16/2020 7:00,11/16/2020 7:27,
"""Reading""",0:30,11/16/2020 6:29,11/16/2020 7:00,
Gaming,0:22,11/16/2020 6:06,11/16/2020 6:29,
Internet,1:15,11/16/2020 4:51,11/16/2020 6:06,
Work,0:41,11/16/2020 4:10,11/16/2020 4:51,
Internet,1:02,11/16/2020 3:07,11/16/2020 4:10,
Shop,0:22,11/16/2020 2:45,11/16/2020 3:07,
Transport,0:15,11/16/2020 2:30,11/16/2020 2:45,
Sleep-ternet,0:13,11/16/2020 2:16,11/16/2020 2:30,
Sleep-ternet,1:00,11/16/2020 1:16,11/16/2020 2:16,
Sleep,7:31,11/15/2020 17:45,11/16/2020 1:16,
Sleep-ternet,0:17,11/15/2020 17:27,11/15/2020 17:45,
Internet,0:23,11/15/2020 17:03,11/15/2020 17:27,
Work,1:33,11/15/2020 15:30,11/15/2020 17:03,
Work,2:00,11/15/2020 13:30,11/15/2020 15:30,
Internet,1:30,11/15/2020 12:00,11/15/2020 13:30,
"""Reading""",0:40,11/15/2020 11:19,11/15/2020 12:00,
Work,0:30,11/15/2020 10:49,11/15/2020 11:19,
Internet,0:36,11/15/2020 10:12,11/15/2020 10:49,
"""Reading""",0:19,11/15/2020 9:52,11/15/2020 10:12,
Internet,0:02,11/15/2020 9:50,11/15/2020 9:52,
Transport,0:27,11/15/2020 9:23,11/15/2020 9:50,
Climbing,0:00,11/15/2020 9:23,11/15/2020 9:23,
Climbing,4:43,11/15/2020 4:40,11/15/2020 9:23,
Transport,0:29,11/15/2020 4:10,11/15/2020 4:40,
Internet,0:30,11/15/2020 3:40,11/15/2020 4:10,
Eat,0:21,11/15/2020 3:19,11/15/2020 3:40,
Getting Ready,0:32,11/15/2020 2:47,11/15/2020 3:19,
Sleep-ternet,0:37,11/15/2020 2:09,11/15/2020 2:47,
Sleep,2:58,11/14/2020 23:10,11/15/2020 2:09,
Sleep-ternet,0:25,11/14/2020 22:45,11/14/2020 23:10,
Work,2:15,11/14/2020 20:30,11/14/2020 22:45,
"""Reading""",0:20,11/14/2020 20:09,11/14/2020 20:30,
Work,1:00,11/14/2020 19:09,11/14/2020 20:09,
Internet,0:24,11/14/2020 18:44,11/14/2020 19:09,
Work,3:55,11/14/2020 14:48,11/14/2020 18:44,
Work,3:28,11/14/2020 11:20,11/14/2020 14:48,
Internet,1:10,11/14/2020 10:09,11/14/2020 11:20,
Work,0:00,11/14/2020 10:08,11/14/2020 10:09,
Work,5:08,11/14/2020 5:00,11/14/2020 10:08,
Internet,2:00,11/14/2020 3:00,11/14/2020 5:00,
Nap,1:30,11/14/2020 1:30,11/14/2020 3:00,
Sleep,8:00,11/13/2020 17:30,11/14/2020 1:30,
Sleep-ternet,0:38,11/13/2020 16:51,11/13/2020 17:30,
Housework,0:18,11/13/2020 16:33,11/13/2020 16:51,
Internet,0:19,11/13/2020 16:13,11/13/2020 16:33,
Internet,0:43,11/13/2020 15:30,11/13/2020 16:13,
Work,1:36,11/13/2020 13:53,11/13/2020 15:30,
Work,0:30,11/13/2020 13:23,11/13/2020 13:53,
Internet,0:58,11/13/2020 12:25,11/13/2020 13:23,
Shop,0:15,11/13/2020 12:10,11/13/2020 12:25,
Transport,0:15,11/13/2020 11:55,11/13/2020 12:10,
Linda,1:00,11/13/2020 10:55,11/13/2020 11:55,
Work,1:41,11/13/2020 9:13,11/13/2020 10:55,
Eat,0:24,11/13/2020 8:49,11/13/2020 9:13,
Internet,1:00,11/13/2020 7:49,11/13/2020 8:49,
Work,1:00,11/13/2020 6:48,11/13/2020 7:49,
Work,0:11,11/13/2020 6:37,11/13/2020 6:48,
"""Reading""",0:12,11/13/2020 6:24,11/13/2020 6:37,
Internet,0:00,11/13/2020 6:24,11/13/2020 6:24,
Gaming,0:11,11/13/2020 6:12,11/13/2020 6:24,
Internet,0:04,11/13/2020 6:08,11/13/2020 6:12,
Meeting,1:08,11/13/2020 5:00,11/13/2020 6:08,
Work,0:30,11/13/2020 4:30,11/13/2020 5:00,
Nap,1:30,11/13/2020 3:00,11/13/2020 4:30,
Internet,1:30,11/13/2020 1:30,11/13/2020 3:00,
"""Reading""",0:21,11/13/2020 1:08,11/13/2020 1:30,
Work,0:00,11/13/2020 1:08,11/13/2020 1:08,
Work,0:30,11/13/2020 0:37,11/13/2020 1:08,
Internet,0:46,11/12/2020 23:50,11/13/2020 0:37,
Gaming,0:13,11/12/2020 23:37,11/12/2020 23:50,
Internet,0:28,11/12/2020 23:09,11/12/2020 23:37,
Work,0:05,11/12/2020 23:03,11/12/2020 23:09,
Internet,0:04,11/12/2020 22:59,11/12/2020 23:03,
Work,0:24,11/12/2020 22:34,11/12/2020 22:59,
Gaming,0:13,11/12/2020 22:21,11/12/2020 22:34,
Internet,0:12,11/12/2020 22:09,11/12/2020 22:21,
Gaming,0:12,11/12/2020 21:56,11/12/2020 22:09,
Internet,0:11,11/12/2020 21:45,11/12/2020 21:56,
Work,0:56,11/12/2020 20:48,11/12/2020 21:45,
Gaming,0:14,11/12/2020 20:34,11/12/2020 20:48,
Internet,0:16,11/12/2020 20:18,11/12/2020 20:34,
Work,0:00,11/12/2020 20:17,11/12/2020 20:18,
Work,0:20,11/12/2020 19:57,11/12/2020 20:17,
Internet,0:40,11/12/2020 19:16,11/12/2020 19:57,
Gaming,1:20,11/12/2020 17:56,11/12/2020 19:16,
Eat,0:16,11/12/2020 17:40,11/12/2020 17:56,
Internet,0:20,11/12/2020 17:20,11/12/2020 17:40,
"""Reading""",0:29,11/12/2020 16:50,11/12/2020 17:20,
Gaming,1:56,11/12/2020 14:54,11/12/2020 16:50,
Internet,0:01,11/12/2020 14:53,11/12/2020 14:54,
"""Reading""",0:36,11/12/2020 14:16,11/12/2020 14:53,
"""Reading""",0:17,11/12/2020 14:00,11/12/2020 14:17,
Gaming,1:00,11/12/2020 13:00,11/12/2020 14:00,
Internet,1:00,11/12/2020 12:00,11/12/2020 13:00,
Internet,0:42,11/12/2020 11:17,11/12/2020 12:00,
